Date|AAPL|AGG|AMZN|BND|BTC-USD|COP|CROMF|CVX|DUK|EXC|FB|GC=F|GOOGL|HYG|IEF|JNK|JPM|KO|LQD|MSFT|MUB|NEE|NFLX|NVDA|PEHN.SW|PEP|PFFA|PG|SHY|TIP|TLT|TSLA|V|XOM|^GSPC|^IRX
2022-01-21|157.62872314453125|106.99567413330078|139.6374969482422|79.3269271850586|37138.234375|83.1730728149414|12.56203842163086|127.04135131835938|96.26544189453125|37.795169830322266||1793.300048828125|129.0050048828125|77.17430114746094|108.23494720458984|95.22703552246094|138.6217803955078|57.06037139892578|120.40200805664062|295.0433349609375|109.54679870605469|69.6078872680664|386.70001220703125|219.1570281982422||161.57601928710938|20.756988525390625|153.2095184326172|82.2981185913086|115.860107421875|136.85867309570312|276.3666687011719|203.4224853515625|70.50714111328125|4326.509765625|0.1850000023841858
2022-01-24|||||||||||||||||||||||||93.84579467773438|||||||||||
2022-01-28|171.17202758789062|106.55517578125|138.8455047607422|78.9826889038086|37154.6015625|84.29551696777344|12.543673515319824|125.94334411621094|98.29796600341797|41.33940505981445||1803.0|143.08999633789062|76.8635482788086|107.99400329589844|94.94679260253906|141.8557586669922|58.93527603149414|119.59969329833984|296.4307861328125|109.61414337158203|72.7374038696289|405.6000061035156|239.1711883544922||167.2999267578125|20.73982048034668|158.0331268310547|82.24964904785156|114.81906127929688|134.9552001953125|297.0466613769531|228.47654724121094|74.7871322631836|4477.43994140625|0.19300000369548798
2022-01-31|||||||||||||||||||||||||93.36453247070312|||||||||||
2022-02-04|170.39979553222656|104.89630889892578|159.0034942626953|77.77237701416016|43565.11328125|85.26028442382812|12.633965492248535|127.67012786865234|93.03949737548828|39.687339782714844||1836.199951171875|138.6199951171875|76.08648681640625|106.11054229736328|93.97415161132812|148.77206420898438|58.71525573730469|117.188232421875|297.54266357421875|108.697265625|72.43020629882812|406.2699890136719|257.9069519042969||160.62205505371094|20.430782318115234|151.32244873046875|81.61275482177734|113.66565704345703|130.48797607421875|301.51666259765625|222.6052703857422|73.43555450439453|4504.080078125|0.3700000047683716
2022-02-07|||||||||||||||||||||||||91.43949890136719|||||||||||
2022-02-11|167.40521240234375|105.14566040039062|154.65249633789062|77.95436096191406|40538.01171875|84.56452941894531|12.652411460876465|125.38965606689453|92.05120849609375|39.41356658935547||1900.699951171875|132.53900146484375|75.92137145996094|106.94013977050781|93.6747055053711|144.46009826660156|59.42313003540039|116.67756652832031|286.0791015625|108.59127807617188|72.36300659179688|386.6700134277344|244.75396728515625||159.0766143798828|20.06165885925293|153.8738555908203|81.87448120117188|114.38674926757812|131.02435302734375|292.1166687011719|221.99884033203125|74.24017333984375|4380.259765625|0.3449999988079071
2022-02-14|||||||||||||||||||||||||89.51445770263672|||||||||||
2022-02-18|161.31883239746094|104.9730224609375|151.35800170898438|77.82025146484375|38332.609375|81.79205322265625|12.172874450683594|127.88207244873047|91.38004302978516|38.98875427246094||1925.0999755859375|132.6909942626953|76.2607650756836|106.9690933227539|94.0467300415039|137.89678955078125|57.88302993774414|116.29933166503906|290.4767150878906|108.53343963623047|72.42060852050781|390.0299987792969|237.17376708984375||156.2528076171875|20.06165885925293|146.11370849609375|81.8260269165039|115.6717758178711|131.00518798828125|266.92333984375|214.77381896972656|71.93408966064453|4288.7001953125|0.28299999237060547
2022-02-21|||||||||||||||||||||||||82.29554748535156|||||||||||
